PC1,Converted
20206.50367714744,0
20199.382750953664,0
20198.376493574004,0
20190.75130480551,1
20187.369848655188,0
20173.14614358591,0
20171.34032826184,1
20156.329821178806,1
20147.86468213913,1
20126.805132600362,0
20101.672268534894,0
20100.6865647994,1
20092.437036716845,0
20076.345111915492,0
20068.69003486703,0
20067.361868354375,0
20059.90183378721,1
20057.35131253919,0
20048.226141376304,1
20031.329833708704,0
20021.329838144593,0
20017.994252665783,0
20014.329833986587,0
20000.37606518704,0
19999.872290216852,1
19998.67942568031,1
19995.779950463562,1
19994.403690586914,0
19989.32984012412,1
19984.021849448793,1
19980.329818807077,1
19974.329819487757,1
19972.37129628344,0
19971.101854911773,1
19967.329820281942,1
19959.329815604957,1
19951.534673553426,0
19941.20758626086,1
19936.329842202947,1
19932.108063230757,1
19918.539902794408,0
19916.48417803785,0
19890.445603118627,0
19887.831837714068,0
19885.329848620924,0
19882.424640711746,0
19881.329852376133,1
19873.5270452376,0
19860.001854157657,1
19855.32985532575,1
19850.4441476973,1
19834.329844888416,0
19825.492766733165,1
19821.329838495585,1
19802.540381222847,0
19790.47513277165,0
19789.93185749417,1
19771.35798587452,0
19761.563778269803,0
19742.94432223891,1
19741.32985708944,1
19739.329865183914,0
19718.37846970593,0
19716.363700174377,0
19712.342274829745,1
19710.700892548193,1
19709.337528787437,1
19696.429904087447,0
19695.329862307874,1
19685.428964125225,0
19671.79618314735,1
19667.42324324767,0
19666.32984884444,1
19659.32988251315,0
19651.35226449219,0
19642.329879489494,0
19634.32985247462,1
19627.920458502485,0
19620.840481925174,0
19617.79901769897,1
19610.405163570307,0
19608.978559674113,1
19585.329873136245,1
19581.040470665088,0
19578.06569928571,1
19576.719480400323,1
19557.612328954157,0
19548.113818655023,0
19542.973783623078,0
19534.146667783032,1
19498.333238341613,0
19491.021420757635,1
19488.788544379408,1
19477.365640003,0
19476.7423338379,1
19471.0081314689,1
19458.34468393016,0
19446.577594329603,1
19430.397086284473,0
19427.453801337047,0
19395.358549620025,1
19386.497147697606,0
19375.942372222547,0
19373.329910006258,1
19358.491862237104,0
19335.492327560904,0
19327.329913574038,0
19326.74236533465,1
19282.371422890224,0
19264.489023605827,0
19264.055741212913,1
19260.387579872506,0
19254.746241314453,1
19246.35997052642,0
19243.880942808115,0
19232.420416855603,0
19231.704278156976,1
19228.980987942195,0
19221.501391819096,0
19215.385203276528,1
19214.439961565193,0
19178.454293058254,0
19167.46380803862,0
19159.47378450632,0
19156.505694120773,0
19145.329934220994,0
19128.791434600367,1
19110.371394183952,0
19091.34951949364,0
19085.361402057693,0
19085.21485156659,1
19072.329921815195,1
19052.82621469698,1
19039.366178496857,0
19036.52142131643,0
19020.32993888331,1
19019.656688757823,1
19012.332362724002,0
19003.88241717429,1
19002.900509127066,0
18997.329949360108,0
18996.937195892096,0
18993.770014953334,0
18988.398548652534,0
18985.590992658865,0
18957.51285093592,0
18938.423781395773,0
18931.417132255854,0
18923.537128517637,0
18921.329961283365,1
18903.329963325406,1
18886.477140306262,0
18884.329939209158,1
18870.32996706909,1
18865.38189202326,0
18863.32996951393,0
18844.84433560632,1
18813.359525684034,0
18810.419054177473,0
18806.329974329565,1
18801.40477995656,0
18794.51860524167,0
18782.36334560043,0
18769.418606717372,0
18760.037224503583,1
18758.9472352335,1
18734.329982497613,1
18721.329961634357,1
18719.3299908021,0
18717.32998442615,0
18709.48764336214,1
18707.81051780423,1
18700.941039321362,1
18675.32996685279,1
18662.5357688159,0
18661.532902573003,1
18660.724820751697,1
18636.860093009076,1
18634.329993842053,1
18633.329993955558,1
18627.329991334816,0
18622.021989502246,1
18620.329978676862,1
18610.458170060767,0
18605.705355542246,1
18594.32998721092,1
18593.464318862418,0
18588.15057229367,1
18573.470991752692,0
18573.215375758242,1
18568.926287143957,1
18565.35575513786,0
18553.37050094898,1
18547.994420629577,0
18544.1763206583,0
18535.452898861957,0
18522.874846148887,1
18521.33000666136,1
18517.360993694514,0
18504.454327923595,0
18497.383398629492,1
18465.796767657623,1
18449.75817477831,1
18437.553918093676,0
18424.611035302165,1
18412.484334675944,0
18399.013927908847,1
18387.036798552028,1
18385.331962363096,0
18382.912475960446,0
18381.330020893016,0
18364.038232401595,1
18309.367199581582,0
18297.72868617624,1
18286.35386659496,0
18284.91629778198,1
18265.211127718096,1
18260.892960451427,1
18259.445791816106,1
18254.330033649807,0
18245.39006422111,0
18218.330044968985,0
18217.513439714327,0
18188.330041137175,0
18186.430105880718,0
18173.703444040846,1
18162.89678617404,1
18148.381034182967,0
18143.723901605,1
18141.372933079256,0
18141.263999514864,0
18139.452473980025,0
18130.509611090296,0
18126.35104323295,1
18125.90586327121,1
17852.33006580267,1
17839.330085681635,0
17837.959219434415,0
17832.926359335193,0
17830.047854591045,1
17828.486812580726,0
17823.73824878258,1
17808.618229601765,0
17805.48631789186,0
17797.491576043074,0
17793.330090900068,0
17792.522033735062,0
17776.361061136355,0
17774.586342646857,1
17771.87493343826,0
17730.898740991484,0
17728.33006870083,1
17726.58108952851,1
17722.463461360196,0
17713.97639560199,1
17693.514076569816,0
17689.987356645288,1
17686.35299169016,1
17679.330105483532,0
17668.8225465304,0
17662.19402811036,1
17660.33010598831,0
17658.330087810988,1
17656.068775040912,1
17654.38920527068,0
17634.493955671205,0
17629.111162132118,1
17624.3300860835,1
17610.475405769772,0
17594.382975138957,0
17593.614436796517,1
17590.47206118994,0
17587.8182952113,1
17574.739709066926,0
17569.753519090475,0
17564.91115347529,0
17542.33011772402,1
17539.976409034687,1
17519.330117031815,0
17511.41729487898,0
17510.467325687525,0
17502.750174571644,1
17501.730662799906,1
17496.44781490194,0
17480.3301135886,1
17475.744039838086,1
17458.898762441357,1
17453.447318691877,0
17452.45444333402,0
17447.330126850633,0
17443.33011943684,1
17442.4530156221,0
17438.39681038237,1
17430.38600234699,1
17418.52016331558,0
17406.927856952534,0
17405.330142066465,0
17404.069276440074,1
17372.075506636058,0
17347.407306761364,0
17340.503998725908,0
17324.33400221297,1
17322.36444360728,0
17296.130243273336,0
17289.374452252872,0
17285.46256642416,0
17278.055969831068,1
17270.484941184637,0
17233.616866917815,0
17207.832156551653,1
17200.499768824084,0
17179.434014328755,0
17167.330158615252,0
17154.616934263962,1
17131.872135398327,1
17126.11026419967,1
17121.44931818673,0
17117.472573800012,0
17109.3301668457,1
17082.330169908702,1
17074.363541015307,0
17065.33016790345,1
17055.3301506337,1
17048.3301698321,1
17039.330170853063,1
17033.519254856394,0
17028.33017045015,1
17024.353537451243,0
17001.330180748482,0
16986.38497869135,0
16978.330181707046,0
16964.65071713843,1
16938.454088537954,0
16936.37925209233,1
16917.33019027789,0
16913.33018514712,1
16905.64407007466,1
16903.87792959402,1
16895.33018718916,0
16894.33019618853,0
16893.342594109825,0
16889.34591204708,0
16879.330189004308,1
16871.330189911765,1
16868.994104771176,1
16867.330190365552,1
16865.04171487305,1
16862.330190932844,1
16859.149832814583,1
16854.330191840418,1
16851.3301921807,1
16847.330192634487,1
16840.34353519557,1
16838.33019365545,1
16835.330193995847,1
16830.427840016666,0
16829.330194676528,1
16826.33019501681,1
16810.55787289422,0
16809.35929842596,0
16807.757919712225,1
16801.33020178671,0
16794.966975286603,0
16782.330200008466,0
16776.330200689146,1
16773.33020102943,1
16770.33020136971,1
16767.33020171011,1
16756.330202957965,1
16752.33020341175,1
16750.507399617578,0
16739.656928376062,0
16737.330205113394,1
16733.33020556718,1
16733.086989639443,0
16726.330206361366,1
16725.330206474755,1
16724.209846588434,1
16721.330206928542,1
16714.330207722727,1
16715.330211543012,1
16693.34119183349,1
16689.51074595854,0
16687.780328233843,0
16683.190352040343,1
16674.33021226048,0
16673.330212373985,1
16655.558369226987,1
16653.330214642803,1
16639.38928607898,0
16636.350284039392,0
16624.376440198626,0
16621.3302182731,0
16611.365006207256,0
16606.42930629826,0
16589.362662683707,1
16588.956036929972,0
16587.041751640616,1
16581.418852540897,0
16570.330227992614,0
16557.53884976334,1
16556.00272232003,1
16542.777917216765,0
16526.573142925277,0
16491.450275667245,1
16485.21083021257,1
16458.03706160013,1
16441.39506579889,0
16433.125140886637,0
16419.3755005392,0
16416.51551060297,0
16406.47364057717,1
16373.570293182624,0
16361.363129722187,0
16359.692689754535,1
16342.488421064103,1
16338.356472744956,0
16326.694608107791,1
16295.609383015195,1
16288.111830443144,1
16286.577456357656,0
16266.93798577576,1
16264.452673015301,0
16256.455521763884,0
16254.347414359334,0
16251.33026024769,0
16218.330263991375,1
16210.498899771017,0
16203.331244677189,0
16191.607458575396,0
16186.577011729009,0
16183.330267961952,0
16172.807971905568,0
16169.330270182574,0
16152.809869525372,0
16148.404602286988,0
16146.993223262834,1
16127.356020436739,0
16123.679849135573,1
16122.423657433596,0
16118.97274919739,1
16071.406032522325,0
16054.330288180965,0
16050.807022330351,1
15993.357456528931,0
15988.496518872795,0
15986.39650240459,0
15984.33029053756,0
15977.33029133163,1
15965.776100531803,1
15960.330293260165,0
15954.594629214727,0
15951.921328444965,1
15943.330295188818,0
15937.330277465284,1
15933.330296323285,1
15931.330296550179,1
15927.33029700385,1
15925.517490432248,0
15923.330297457636,0
15916.330298251822,1
15915.89902220969,1
15881.330283818184,1
15872.365098021692,0
15857.343666434987,0
15838.330294280895,1
15825.46320983849,0
15824.330314273247,0
15820.36366591102,0
15808.33224197803,0
15799.597991794231,0
15795.341286658659,0
15759.330316062667,0
15754.330316629843,0
15753.330320677138,1
15751.891381812165,1
15747.927119572996,1
15739.463669457124,1
15737.811332986457,1
15722.832797328825,1
15719.38037043484,0
15707.45848003286,1
15707.062796626007,0
15703.330322415568,1
15701.388920045109,0
15691.330323776929,0
15687.60611827427,1
15681.452747952775,0
15680.559441886959,0
15673.33032581897,1
15662.330327066826,1
15650.831893811934,1
15648.485623065964,0
15644.330329108867,0
15642.388449197286,0
15630.446573012043,1
15627.330331037403,1
15626.35846812732,0
15618.330332058365,1
15609.786615807796,1
15601.330333987018,0
15597.976627892116,1
15596.534205962438,0
15584.393229153124,0
15584.149520535837,0
15578.330336596235,0
15574.448454051628,1
15557.775701834937,0
15544.407064056606,0
15539.85184863361,0
15532.551815032028,0
15525.76852493221,1
15513.421335666906,1
15503.375148998224,0
15477.33034805418,0
15475.337540103705,0
15471.333254351863,0
15452.363276729477,0
15440.93667963415,1
15422.363710707403,1
15419.65234444954,1
15416.421798072988,0
15376.754304290516,0
15335.504232132109,0
15326.541856513824,0
15266.70618712902,0
15260.637144982931,0
15251.052390223951,1
15246.391844946542,1
15244.449960146565,1
15239.41709017451,0
15218.432822207338,0
15198.342790965224,0
15193.769048480084,1
15192.355181986582,0
15191.445665852749,0
15186.118591328617,1
15179.451833983534,0
15176.633785384474,0
15175.379959948594,0
15169.374693045625,0
15153.349930117023,0
15152.339948342415,0
15149.709981474793,1
15134.841910455027,1
15133.786687634536,1
15114.761905787629,1
15089.409477640875,0
15085.702363963355,1
15080.493783668964,1
15074.44044490147,0
15055.814756425214,0
15055.151012053713,0
15050.430071167299,0
15048.449515765999,0
15044.341852644226,0
15035.522344219731,0
15027.338089169934,0
15021.531403263332,1
15013.471922513796,0
15007.712845425238,1
15006.014804286533,0
14990.02767434786,1
14980.330408370122,0
14970.78476262861,0
14966.56569843879,1
14954.558586252388,0
14943.540986114764,1
14916.505689142155,0
14908.417600524845,1
14878.964796830667,1
14866.6109449754,0
14852.332352825557,0
14843.543820752995,0
14842.538139768876,1
14839.351384844515,0
14828.330421680002,1
14806.894784215838,0
14804.867657732335,1
14795.37949792482,0
14778.695302431239,1
14755.401419365196,0
14731.192951141042,1
14725.330433364841,0
14705.494292826625,0
14701.851010468905,0
14700.943389417836,1
14680.569552013418,0
14675.944790450507,1
14665.975829279283,1
14648.342396373511,0
14642.803402284277,0
14630.376181580825,1
14628.330444369,0
14623.441924800398,0
14593.359973994433,0
14592.947222678573,1
14578.592909222702,0
14577.586696631508,0
14570.103448177804,1
14564.348140102462,0
14558.44523700187,0
14557.40623119194,0
14529.383863718249,0
14523.330456280732,1
14519.33043439663,1
14517.863381636445,1
14515.459062616457,0
14510.634816874051,0
14487.330460364698,0
14481.330461045378,1
14476.35529376159,0
14473.883420999278,0
14469.832924616407,1
14464.330462973914,1
14460.876743153669,1
14458.578610995552,1
14453.893409555778,1
14453.05058540206,1
14438.33046592353,0
14432.540975016076,0
14429.614804511424,0
14425.460523093701,1
14424.330467511783,0
14408.330469326815,1
14402.330470007495,1
14398.497175495373,0
14377.114410863607,1
14374.944872744032,1
14355.426239116234,0
14351.856288870447,1
14340.841537325643,0
14337.964378831559,1
14324.330478856224,0
14318.382413908024,0
14307.637211499386,1
14300.330481578945,1
14299.358608209295,0
14294.081058636075,1
14290.368115703459,0
14288.513851322,0
14284.43385663256,0
14278.338715051417,1
14276.357655857224,0
14271.641507973312,1
14264.340039452305,0
14256.420516502578,0
14250.883941801148,1
14242.970600053319,1
14240.351481686113,0
14231.659127394552,0
14222.330494361464,1
14219.330490767956,1
14217.924840935739,1
14216.330491108354,1
14211.384851019015,1
14206.330496176495,0
14204.431471749907,0
14203.330492583103,0
14201.502909705625,1
14186.417675772333,0
14175.758184877923,0
14173.330495986389,0
14171.443395183422,0
14166.582507582847,0
14163.546274655964,0
14157.54006489215,1
14147.336252394132,0
14144.583885313128,1
14135.43626522075,1
14130.020202581421,1
14124.33050154522,1
14118.448149972595,0
14117.590581308817,0
14094.030157219968,1
14088.343393134302,0
14079.85485138942,1
14079.21396943077,1
14066.942988176132,1
14056.434369202587,0
14054.91729108675,1
14038.042541094124,1
13979.978230551933,0
13970.484375062166,0
13967.001568035339,0
13961.419098429848,0
13933.452985602198,1
13932.365803580615,0
13919.476760926773,0
13893.525340873632,0
13890.502473605913,0
13864.336760000791,0
13858.935881295241,0
13839.11397639336,1
13829.745373357553,0
13828.975399841089,0
13825.351519247517,0
13825.043503340217,1
13783.783962516696,1
13773.414875259507,0
13763.912076249602,0
13760.51963139174,0
13758.117805172224,1
13747.439152093837,0
13729.963532172842,1
13714.70300969528,0
13699.432012212346,0
13687.0582825928,1
13674.562998708105,0
13663.889227830688,1
13657.422974956105,0
13652.330555091263,1
13651.360124244005,1
13646.653469189769,1
13639.330556566012,1
13635.370104619535,0
13627.984460840235,1
13619.353923731484,0
13616.07018191507,0
13614.339643130777,0
13612.330559629132,1
13608.330560082803,0
13595.396778881433,0
13594.330561671057,1
13591.28069470264,1
13588.330562351737,1
13586.924449813203,1
13584.830192033085,0
13576.442024318734,0
13571.544893821585,0
13568.361062267912,0
13562.829689395963,0
13557.339174417546,0
13552.041143456008,0
13547.330567002995,1
13541.479175404995,0
13539.762084463495,1
13538.852094895556,0
13533.941605048021,0
13526.521105931606,0
13523.39249561401,0
13517.457279653405,1
13512.358255167259,0
13506.918294930481,1
13500.330572334933,1
13478.57204511133,0
13474.46108569298,0
13472.924956598901,1
13465.782561767264,1
13459.69399406307,0
13441.3463091444,0
13439.47251954535,0
13439.07070272835,1
13434.330579822301,0
13421.395875973045,0
13414.832593557425,1
13408.462987457402,0
13400.330583679373,1
13379.451581198256,0
13375.444466863642,0
13363.330587876844,1
13361.330588103738,1
13340.577780107036,1
13326.551608305192,0
13321.516366737196,1
13296.803035135847,1
13273.71781338856,1
13257.366395317134,0
13248.330600923044,1
13239.854020255734,1
13238.330602057511,1
13234.497365321266,0
13233.580191650777,0
13216.467392811668,0
13214.427797292243,0
13201.646861871122,1
13197.440686725779,0
13197.083092465065,1
13178.805926000234,1
13150.835470334743,0
13146.441130239284,0
13143.119299544487,1
13098.787364801276,1
13073.541621687822,0
13055.330622817972,0
13033.497886216035,0
13030.330625654082,0
13012.247447720496,1
13004.33062860358,0
12981.570201743045,1
12979.828812673572,0
12969.429710807977,0
12950.458287667832,0
12946.45447816106,0
12939.47590998339,0
12938.416899578995,1
12929.330637112027,0
12899.501155509963,0
12894.330641082604,0
12890.364503083169,0
12863.330644599395,0
12853.331612608978,0
12852.33064584725,0
12850.330646074144,0
12824.526881252299,0
12822.327945063007,1
12814.896458192263,0
12812.522168309544,0
12787.33065322123,0
12782.330653788405,0
12780.760722574429,0
12776.037897773902,1
12767.375459383707,1
12767.081713341526,0
12753.330657078302,0
12751.805492901127,1
12743.501192466007,0
12736.330659006839,0
12729.330659801024,0
12727.330660027917,0
12726.348295237869,0
12723.330660481704,0
12722.360227738507,0
12719.394525921787,0
12695.919817329966,1
12693.33066388499,0
12687.33066456567,0
12683.483082701336,0
12682.509282843792,0
12664.330667174887,0
12636.330670351395,0
12635.330670464784,0
12622.33067193965,0
12615.330672733719,0
12614.330672847223,0
12600.330674435361,0
12597.371652895352,0
12587.395940743852,0
12579.3306768178,1
12578.761727822828,1
12576.330677158083,0
12562.447378047742,1
12557.338318493334,1
12546.330680561485,1
12546.25081504276,0
12536.998888604809,0
12532.376912993845,0
12532.040777695016,0
12518.350705289631,0
12502.419764424907,0
12495.330686347093,0
12490.330686914385,0
12482.793141045957,0
12475.330688616028,0
12469.330689296708,1
12468.95127181185,1
12465.34835896478,0
12462.414538111538,1
12456.470735710696,1
12455.551716745133,0
12452.860775649082,1
12427.367860435741,0
12421.330694742035,1
12418.430266618612,0
12414.047463742318,1
12410.074640066363,1
12406.356909181457,0
12404.925101396744,1
12403.330678379862,1
12393.769336519064,1
12372.330700300867,0
12368.516951095313,1
12368.057032379438,1
12342.45839515957,0
12335.330704498338,1
12331.330704952125,1
12330.51074496156,0
12322.330705973087,1
12318.700762877008,1
12302.330708242022,1
12294.330709149595,0
12293.664576317417,0
12280.092741484405,1
12275.653643981437,0
12262.831265609595,1
12260.433632475091,1
12258.330713233561,1
12246.454119844595,0
12243.47693180188,0
12229.330716523458,0
12225.448846798507,1
12221.429795664852,0
12215.471236095997,0
12209.415525487508,0
12201.384078406729,0
12200.336049696896,0
12189.778419487178,1
12188.568386724568,0
12182.382651826949,0
12176.126090437872,1
12174.33072276297,0
12168.751295989146,1
12166.330723670544,1
12164.392661454505,1
12161.33072423772,1
12153.47360521718,0
12145.35796831525,0
12141.597452635178,0
12119.330729002482,0
12108.330730250338,1
12104.330730704125,1
12098.961300904048,0
12091.572722451529,0
12074.757463721326,1
12072.441747582867,0
12071.405053232796,1
12062.464581377455,0
12055.434116515913,1
12054.417908483301,0
12053.530307728914,1
12043.95751465694,0
12038.408375767642,0
12033.330742692575,1
12028.345988797606,0
11929.744186565164,1
11900.693722736556,1
11895.027063340764,1
11884.38841983315,0
11867.330757590593,1
11865.11803918227,1
11842.330760426703,0
11823.9184778895,0
11798.027045456925,0
11793.794176994707,1
11774.958516216488,0
11770.17420836084,0
11760.660369836609,1
11751.636060730438,0
11741.186611215235,1
11729.871797277592,0
11728.208988645114,1
11724.661783397198,1
11719.330774380476,0
11713.567964365939,0
11696.335072824615,0
11688.487510672654,0
11656.445097233634,0
11643.403658127645,0
11602.375573949073,0
11580.390818071784,0
11579.330790262786,0
11567.330791624147,0
11565.33079185104,0
11537.330795027432,1
11518.330797182862,0
11517.463688930264,0
11505.330798657727,0
11501.050895448658,1
11496.335105143022,1
11486.330800813157,1
11477.33080183412,1
11472.330802401411,0
11469.920413400047,1
11463.405612415983,0
11453.330804556841,1
11437.330806371989,0
11426.39084255672,0
11418.330808527418,0
11405.376091801329,0
11391.402279082686,0
11389.895200745435,1
11388.386551862932,0
11381.395144326962,0
11353.591346521396,0
11348.093785741716,1
11345.544671889744,0
11335.330817943322,0
11328.87568875635,1
11323.330819304683,1
11319.330801354256,1
11311.330820666044,1
11310.33081354422,1
11293.83277789026,1
11289.330823161756,1
11285.330823615543,0
11282.662863064674,1
11280.432312529883,0
11275.371820343542,0
11273.944305664743,1
11267.371355589828,0
11264.56040501094,1
11255.330827018945,1
11249.478482930805,0
11248.41707631771,0
11243.359441601904,0
11240.330828720587,0
11239.330828834092,1
11232.330829628161,0
11230.428509254707,1
11224.943320216145,1
11222.38514195953,0
11216.399915866787,0
11207.889001318486,1
11203.3842144527,0
11190.834249092615,0
11170.889514218317,0
11168.433719853172,0
11159.045307210297,1
11155.330838363385,0
11151.686622774228,0
11143.330839724746,0
11131.944753379561,1
11120.330842333962,0
11119.330842447467,1
11115.423768466222,0
11109.330843581934,1
11108.330843695323,0
11093.330845397082,1
11085.022849767003,1
11036.431397349574,0
11031.330852430663,1
11020.887641944108,1
11019.790016818675,1
10992.364689513925,0
10975.887127547176,1
10969.4465966461,0
10964.343732677284,0
10961.519987441483,0
10960.442321090843,0
10941.330862640636,0
10940.794268468278,0
10932.330867595505,1
10924.38804286602,0
10922.330864796182,0
10905.817161090206,0
10898.330867518787,1
10891.427089076256,0
10881.330869447323,0
10877.33086990111,0
10875.504727637162,0
10873.330870354897,0
10861.446142282453,0
10859.929531257949,1
10850.027647676296,0
10845.341389440233,0
10837.038588758907,1
10834.330874779262,0
10831.33087511966,1
10810.36661514116,0
10807.504736181698,0
10794.447583263158,0
10783.401371385786,1
10781.891926375218,1
10763.33330257656,0
10746.86335564137,0
10743.459966776078,0
10727.330886917887,0
10711.39287073689,1
10689.059108575224,1
10682.499025792233,1
10665.093857929693,0
10655.393321707728,0
10645.042921234388,1
10619.978611727245,0
10617.330899396795,0
10615.330905208248,1
10609.36094583047,0
10604.568090176443,0
10586.795785695547,1
10584.489035763196,0
10583.472843544325,0
10582.369487308082,0
10580.331898170989,0
10572.720511488384,1
10570.330904728733,0
10560.616205549566,0
10556.134838857106,1
10536.468562670518,0
10526.48241157108,0
10524.44857136812,0
10518.173883778276,1
10513.445775909116,0
10510.769571764395,1
10503.533854209585,0
10498.341895421501,0
10490.409066142864,0
10476.507140098256,0
10468.330916300183,0
10467.726695327437,1
10448.40000299248,0
10443.345711621572,0
10421.79247934441,1
10415.382376039168,0
10404.804345404613,1
10401.33092390094,0
10396.967724030605,1
10382.33092605637,0
10381.866254519322,1
10371.330927304341,1
10369.330927531235,1
10364.33092809841,0
10359.48478655552,0
10357.983896812191,0
10350.330929686665,1
10349.775295340572,1
10346.366667779628,0
10343.193948076223,0
10340.377213257132,0
10339.773383650114,1
10337.544327471172,1
10334.484324501711,0
10332.333808457828,0
10316.330933543853,1
10308.33093445131,1
10301.4171741209,0
10297.330935699283,0
10297.06437688251,1
10286.330936947139,1
10283.972955594189,1
10281.402403163142,0
10274.020088699996,1
10256.330940350541,0
10249.605306452955,0
10222.485752744135,0
10208.330945795868,1
10200.330946703441,0
10195.366218294017,0
10184.932474933099,1
10177.672431058483,1
10176.471499498235,1
10175.45955496782,0
10173.984872768167,1
10169.390995616675,0
10165.330950674019,1
10164.330950787407,0
10139.363835576922,0
10138.330953737022,1
10126.450511870207,1
10118.783408083487,1
10116.33095623285,1
10110.41242989304,1
10107.96966930118,1
10102.435770254233,0
10098.514846648555,0
10095.330958615174,1
10085.524820382125,0
10061.400085413014,0
10059.33096269914,1
10059.077258099802,1
10047.531967538758,0
10045.714392933762,1
10025.341977968928,1
10023.64529827144,0
10021.889184010914,1
9998.531031067017,1
9997.33096973272,1
9989.423376213177,0
9984.330971207586,1
9973.155877180863,0
9964.330973476404,0
9958.453398028738,0
9957.556259233155,1
9950.476249070489,0
9946.870123457746,1
9932.404852868756,0
9930.330977333593,1
9927.330977673875,0
9924.981547101983,1
9919.434365848778,0
9918.330978694954,1
9918.134427903802,1
9911.532450413331,0
9896.330981190666,0
9892.539605874219,0
9876.958216648432,1
9873.330983799882,0
9859.044419878861,1
9854.512980056927,0
9850.330986409215,1
9847.123020935687,0
9824.119203955051,1
9815.58866785199,0
9807.501522095408,0
9802.564895116724,0
9801.02442595025,0
9798.330992308329,0
9797.86826700787,1
9787.654392848373,1
9783.062051353045,1
9781.330994236865,1
9772.330995257827,1
9758.341999583878,0
9756.953473936417,1
9755.081631070701,0
9753.378195387777,0
9751.330997640267,0
9741.53295557329,0
9732.473901375197,0
9725.331000589766,0
9719.403905283776,0
9711.386265865178,0
9709.005889932509,0
9706.513447590172,0
9701.814433985623,1
9698.33100365277,0
9691.366815401125,0
9683.331005354528,1
9671.874913660693,1
9636.381527736201,0
9627.491535184789,0
9627.326389830909,0
9624.83730870625,1
9616.857788151945,1
9611.87207607145,1
9611.132613931899,1
9605.392940091435,0
9586.331020292477,1
9578.852515249862,0
9549.331020556157,1
9545.570593324723,0
9535.525349392556,0
9534.509157173568,0
9505.497244707309,0
9504.342474801582,0
9504.037811979419,1
9487.436782053555,1
9475.392493453342,0
9469.817291088635,1
9458.51965281635,0
9395.482984758448,0
9390.406314203283,0
9380.389189773821,0
9373.331040522433,0
9356.33104245097,0
9337.331044606399,1
9334.331044946797,1
9325.508714267751,0
9322.472038752865,0
9308.331047896412,1
9298.331049030763,0
9289.372016757377,0
9288.904963994748,1
9286.632561669569,1
9282.382984885247,0
9277.331051413203,0
9263.383488105843,0
9261.331053228234,0
9249.633970113937,1
9224.783033258165,1
9218.366319500492,0
9193.331060942495,0
9185.33106185007,0
9180.458233880578,0
9164.331064232392,0
9149.435868738103,1
9148.665409347042,1
9146.373033616692,0
9145.86592812161,0
9145.237894895137,0
9129.382550817332,0
9128.442043047631,0
9112.916890088003,1
9111.829746982432,1
9109.331070471904,0
9108.33107058541,0
9102.360175261274,0
9092.385879101115,0
9085.331073194626,1
9081.631127302768,1
9069.605955080478,0
9068.915466344333,1
9063.39778851776,0
9048.450624534511,0
9032.331079207128,0
9027.33107977442,1
9024.213095731684,0
9008.440632325364,0
8999.331082950812,0
8998.409216144239,0
8995.353495810996,0
8991.383497444214,0
8973.043170599383,1
8953.912631549407,1
8943.402069078293,0
8903.440185752115,0
8879.471627377905,0
8872.078823278891,0
8856.33109917352,0
8852.331099627307,0
8824.331102803699,0
8815.331103824778,1
8814.369224587339,0
8806.37161441613,0
8796.331108263345,0
8795.946472503012,1
8782.586403815309,0
8781.33110768185,0
8750.416378325317,0
8738.331112560001,0
8717.340219714213,1
8705.951711779693,1
8703.633127959794,1
8699.331123201177,0
8697.41735181131,0
8691.454485469148,0
8678.997917753411,0
8677.4683201476,1
8673.869776769192,1
8661.818344558007,1
8646.396397459903,0
8635.423097319668,0
8604.33112776163,1
8596.331128669204,0
8578.37639325182,0
8567.331131959101,0
8549.985047373571,0
8538.395914208144,0
8537.790750374668,1
8524.563096245285,0
8513.404499084922,0
8495.139347387129,0
8491.574044826557,0
8489.33114080783,0
8487.878394769505,1
8462.743134375778,0
8413.44784873107,0
8412.685018890537,0
8411.859334329842,1
8401.549280663487,0
8392.50501015142,0
8390.331152038882,0
8376.378340406576,0
8352.430253842147,0
8351.906032412197,1
8335.033639132278,1
8310.876957226195,1
8264.337875850499,0
8244.751255273004,1
8238.444067422417,0
8222.46739644697,0
8221.892712298082,1
8205.489791523316,0
8191.462151638581,0
8127.924174395273,1
8114.331183349714,1
8100.495540824952,0
8097.452180414693,0
8086.937965730671,1
8064.464566530194,0
8033.8755695445,1
8031.348871609196,0
7999.346931742039,0
7996.331196736195,1
7987.54124109284,0
7948.748930520727,0
7935.3312036563875,0
7931.331204110174,1
7874.934165726183,1
7869.4084049321245,0
7839.021303399815,1
7823.53507814114,0
7822.416522119427,0
7819.696057398338,1
7807.266116255894,0
7794.4060382749885,0
7784.504126635846,0
7776.427920353133,0
7771.610809036531,0
7758.492705887766,0
7753.9603617631365,1
7736.33122623188,0
7682.875599734369,1
7671.396023979061,0
7666.4694083739305,0
7649.366964111337,0
7642.708937755437,0
7641.503672797582,0
7628.886559497216,1
7626.521289382712,1
7573.331248657196,1
7558.66988555959,1
7543.392702999874,0
7539.528919173637,0
7538.4665215532295,1
7527.8046585873235,0
7526.769968060311,1
7515.451770194573,0
7511.5351327945245,1
7493.395566142513,0
7490.33125413931,0
7484.960395604023,0
7460.331257542712,0
7453.470331527176,0
7449.491298178211,0
7434.812782777823,1
7405.909450143459,1
7397.377975224168,0
7393.903254734236,0
